state_name;grade;id;created_at;updated_at;subject;urban;rural;rural_basic_and_below_basic;rural_proficient_and_advance;urban_basic_and_below_basic;urban_proficient_and_advance
Telangana;3;36;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;44.50395134;44.51490942;75.24171834;24.75828166;75.46956078;24.53043922
Telangana;3;36;2022-05-20T00:01:10;2022-05-20T00:01:10;language;47.88909708;47.90929671;78.82727395;21.17272605;77.07865999;22.92134001
Telangana;3;36;2022-05-20T00:01:10;2022-05-20T00:01:10;math;43.7294187;45.64782321;73.41852672;26.58147328;76.11361408;23.88638592
Telangana;5;73;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;38.66369215;35.99595691;87.42928038;12.57071962;83.86382851;16.13617149
Telangana;5;73;2022-05-20T00:01:11;2022-05-20T00:01:11;language;44.05700686;40.96977685;80.76145978;19.23854022;74.24899389;25.75100611
Telangana;5;73;2022-05-20T00:01:11;2022-05-20T00:01:11;math;35.29498023;34.96511333;87.97792289;12.02207711;88.59734341;11.40265659
Telangana;8;110;2022-05-20T00:01:11;2022-05-20T00:01:11;language;51.55284561;42.53700202;84.86618594;15.13381406;69.20065602;30.79934398
Telangana;8;110;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.83407667;31.96492312;83.6654979;16.3345021;84.55426365;15.44573635
Telangana;8;110;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;36.61621649;32.76409243;88.46748578;11.53251422;81.19811275;18.80188725
Telangana;8;110;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;34.44408308;32.71652522;91.76701233;8.23298767;90.90227878;9.097721217
Telangana;10;147;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;53.126648;41.768097;40.19244;59.80756;22.242653;77.75735
Telangana;10;147;2022-05-20T00:01:11;2022-05-20T00:01:11;math;30.304867;28.33897;86.67385;13.326149;82.948265;17.051737
Telangana;10;147;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;35.840096;35.187527;98.57748;1.4225273;97.95737;2.0426316
Telangana;10;147;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;35.675632;31.530312;96.348015;3.6519852;91.862175;8.137825
Telangana;10;147;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;37.924847;33.883717;91.80747;8.192529;84.63661;15.363391
