state_name;grade;id;created_at;updated_at;subject;sc;st;obc;general;sc_basic_and_below_basic;sc_proficient_and_advance;st_basic_and_below_basic;st_proficient_and_advance;obc_basic_and_below_basic;obc_proficient_and_advance;general_basic_and_below_basic;general_proficient_and_advance
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;evs;49.63372459;50.96164065;51.33622678;54.5043494;68.6561177;31.3438823;72.96077928;27.03922072;65.60223527;34.39776473;62.74377836;37.25622164
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;language;52.14700165;52.75532596;55.38197388;58.52847967;75.52617145;24.47382855;72.40505811;27.59494189;68.87637671;31.12362329;65.7849989;34.2150011
Uttarakhand;3;5;2022-05-20T00:01:10;2022-05-20T00:01:10;math;48.19935081;44.71390971;49.64921728;52.9857663;73.7735508;26.2264492;81.35552358;18.64447642;70.71843821;29.28156179;66.14488561;33.85511439
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;evs;41.64767956;41.33987507;44.17502915;49.52161237;80.0912889;19.9087111;82.66752394;17.33247606;75.00311248;24.99688752;67.64114437;32.35885563
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;language;46.10139033;46.80882452;49.410474;58.16267446;73.11501932;26.88498068;70.87008575;29.12991425;66.95383911;33.04616089;53.71165599;46.28834401
Uttarakhand;5;42;2022-05-20T00:01:11;2022-05-20T00:01:11;math;34.92286131;33.94556006;37.33604869;43.07425477;87.99632831;12.00367169;93.72043808;6.279561922;84.52520738;15.47479262;77.1583401;22.8416599
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;language;48.0612262;50.64998578;50.45456843;59.94300484;76.19608377;23.80391623;68.44575881;31.55424119;71.46095169;28.53904831;54.13811497;45.86188503
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;math;31.22075046;34.36942018;33.70283434;37.68196129;84.12536054;15.87463946;76.33116851;23.66883149;77.32016077;22.67983923;70.12743147;29.87256853
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;33.70792735;36.88889884;36.24177382;42.71001637;85.63997399;14.36002601;81.45649779;18.54350221;79.18197005;20.81802995;64.87003732;35.12996268
Uttarakhand;8;79;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;35.33041871;37.12603924;36.99018479;40.69187304;88.27798243;11.72201757;81.93435451;18.06564549;83.91312681;16.08687319;79.57575277;20.42424723
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;eng;36.518066;39.490112;39.054504;51.786777;52.707973;47.292027;50.920425;49.079575;48.206154;51.793846;28.390749;71.60925
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;math;28.64181;27.670208;30.216759;33.954063;85.26639;14.733611;89.6258;10.374196;81.65053;18.349474;71.48411;28.515892
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;mil;37.815136;39.0813;39.994064;45.36081;93.50897;6.491025;96.157974;3.8420284;89.90136;10.098637;84.43602;15.563978
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sci;31.826515;32.698315;32.025723;38.8247;96.326584;3.6734123;96.027695;3.9723027;95.65578;4.3442245;85.67701;14.322991
Uttarakhand;10;116;2022-05-20T00:01:11;2022-05-20T00:01:11;sst;33.106964;34.592796;34.007286;41.73561;92.975876;7.0241227;90.22794;9.772059;91.73668;8.263324;77.7053;22.294699
